week,country,channel,actual_conversions,target_conversions,conversions_variance,conversions_attainment,actual_spend,target_spend,spend_variance,spend_attainment,actual_profit_per_user,target_profit_per_user,ppu_variance,ppu_attainment
2025-01-06,France,Affiliate,15,336,-321,0.044642857142857144,14025.1,22523.36,-8498.26,0.62269128584722711,-734.168,29.8,-763.968,-24.636510067114095
2025-01-06,France,Organic,17,193,-176,0.088082901554404139,5560.52,2334.6,3225.9200000000005,2.3817870298980557,-199.67588235294119,36.96,-236.63588235294119,-5.4024859943977592
2025-01-06,France,Paid Search,17,74,-57,0.22972972972972974,5286.78,15485.6,-10198.82,0.34139975202769024,-96.5,30.52,-127.02,-3.1618610747051115
2025-01-06,France,Paid Social,7,74,-67,0.0945945945945946,9292.95,9593.69,-300.73999999999978,0.96865231209263591,-1019.2528571428572,57.34,-1076.5928571428572,-17.775599182819274
2025-01-06,France,Partnerships,4,304,-300,0.013157894736842105,9129.15,12190.87,-3061.7200000000012,0.74885139452721583,-1971.0075,67.97,-2038.9775,-28.998197734294543
2025-01-06,Germany,Affiliate,8,80,-72,0.1,7877.93,6466.66,1411.2700000000004,1.2182378538534577,-739.5,54.06,-793.56,-13.679245283018867
2025-01-06,Germany,Organic,9,271,-262,0.033210332103321034,19138.13,6532.65,12605.480000000001,2.9296120257475913,-1969.1422222222225,76.73,-2045.8722222222225,-25.663263680727518
2025-01-06,Germany,Paid Search,15,489,-474,0.030674846625766871,6189.12,3273.84,2915.2799999999997,1.8904772377391685,-179.40933333333331,40.42,-219.8293333333333,-4.4386277420418923
2025-01-06,Germany,Paid Social,10,148,-138,0.067567567567567571,11033.56,13103.23,-2069.67,0.842048868866684,-825.134,42.01,-867.144,-19.641371102118544
2025-01-06,Germany,Partnerships,5,313,-308,0.015974440894568689,0.0,4530.22,-4530.22,0.0,179.08999999999997,46.51,132.57999999999998,3.8505697699419477
2025-01-06,Spain,Affiliate,10,151,-141,0.066225165562913912,0.0,16564.99,-16564.99,0.0,202.90200000000002,70.51,132.392,2.877634378102397
2025-01-06,Spain,Organic,19,250,-231,0.076,0.0,5100.96,-5100.96,0.0,234.72842105263157,59.99,174.73842105263157,3.9127924829576859
2025-01-06,Spain,Paid Search,12,289,-277,0.041522491349480967,2283.41,14393.56,-12110.15,0.15864108670822227,-14.065000000000017,25.58,-39.645000000000017,-0.54984362783424623
2025-01-06,Spain,Paid Social,14,91,-77,0.15384615384615385,16338.39,4830.92,11507.47,3.3820452419000935,-957.1957142857143,49.25,-1006.4457142857143,-19.435445975344454
2025-01-06,Spain,Partnerships,7,403,-396,0.017369727047146403,2604.88,16019.14,-13414.259999999998,0.16261047721662961,-192.90000000000003,33.04,-225.94000000000003,-5.8383777239709458
2025-01-06,UK,Affiliate,9,463,-454,0.019438444924406047,11770.64,22136.0,-10365.36,0.53174195880014452,-1062.4177777777777,40.96,-1103.3777777777777,-25.937934027777775
2025-01-06,UK,Organic,15,267,-252,0.056179775280898875,5521.51,22567.86,-17046.35,0.24466254221711761,-114.48800000000004,77.65,-192.13800000000003,-1.4744108177720545
2025-01-06,UK,Paid Search,11,300,-289,0.036666666666666667,9529.73,16743.62,-7213.8899999999994,0.56915589340895223,-747.87454545454534,78.5,-826.37454545454534,-9.52706427330631
2025-01-06,UK,Paid Social,16,71,-55,0.22535211267605634,12569.36,23741.27,-11171.91,0.52943081814915549,-645.885,74.23,-720.115,-8.7011316179442275
2025-01-06,UK,Partnerships,6,331,-325,0.01812688821752266,16499.06,23349.72,-6850.66,0.706606331896057,-2681.936666666667,23.8,-2705.7366666666671,-112.68641456582634
2025-01-13,France,Affiliate,8,109,-101,0.073394495412844041,4490.32,21544.42,-17054.1,0.20842148454216916,-351.21,25.46,-376.66999999999996,-13.794579732914373
2025-01-13,France,Organic,18,277,-259,0.064981949458483748,19445.82,7026.14,12419.68,2.7676391304471584,-845.5288888888889,76.92,-922.44888888888886,-10.992315248165482
2025-01-13,France,Paid Search,12,213,-201,0.056338028169014086,12671.3,8132.43,4538.869999999999,1.5581197747782642,-851.46333333333325,76.24,-927.70333333333326,-11.1681969220007
2025-01-13,France,Paid Social,6,481,-475,0.012474012474012475,7777.74,10680.1,-2902.3600000000006,0.72824599020608416,-1070.8633333333332,36.31,-1107.1733333333332,-29.492242724685575
2025-01-13,France,Partnerships,5,333,-328,0.015015015015015015,3984.51,19258.33,-15273.820000000002,0.20689800205936859,-608.108,52.11,-660.218,-11.669698714258299
2025-01-13,Germany,Affiliate,4,136,-132,0.029411764705882353,7110.59,19600.8,-12490.21,0.36277039712664794,-1668.185,32.38,-1700.565,-51.518993205682513
2025-01-13,Germany,Organic,19,99,-80,0.19191919191919191,11135.18,24943.13,-13807.95,0.44642272240893582,-397.15368421052631,48.41,-445.56368421052628,-8.2039595994737926
2025-01-13,Germany,Paid Search,13,126,-113,0.10317460317460317,18340.76,9549.08,8791.6799999999985,1.9206834585111863,-1208.177692307692,46.2,-1254.3776923076921,-26.151032301032295
2025-01-13,Germany,Paid Social,10,488,-478,0.020491803278688523,9556.6,19551.32,-9994.72,0.48879564141960752,-791.408,66.76,-858.168,-11.854523666866386
2025-01-13,Germany,Partnerships,7,58,-51,0.1206896551724138,1868.54,5429.6,-3561.0600000000004,0.34413953145719756,-55.7342857142857,47.59,-103.32428571428571,-1.1711343919791068
2025-01-13,Spain,Affiliate,5,426,-421,0.011737089201877934,12394.65,21533.88,-9139.2300000000014,0.57558832871735144,-2291.278,36.44,-2327.718,-62.878100987925357
2025-01-13,Spain,Organic,9,241,-232,0.037344398340248962,19687.38,24614.41,-4927.0299999999988,0.79983148082769406,-1955.4044444444444,26.07,-1981.4744444444443,-75.005924221114086
2025-01-13,Spain,Paid Search,15,89,-74,0.16853932584269662,0.0,5138.5,-5138.5,0.0,247.03600000000003,45.99,201.04600000000002,5.3715155468580127
2025-01-13,Spain,Paid Social,20,197,-177,0.10152284263959391,2838.39,7309.46,-4471.07,0.38831733123924339,190.32399999999996,34.97,155.35399999999996,5.4424935659136393
2025-01-13,Spain,Partnerships,4,265,-261,0.01509433962264151,7524.83,18309.11,-10784.28,0.41098830035976625,-1670.8025,29.9,-1700.7025,-55.879682274247493
2025-01-13,UK,Affiliate,14,85,-71,0.16470588235294117,11516.25,16305.82,-4789.57,0.70626622886797474,-674.36571428571438,60.74,-735.10571428571438,-11.102497765652195
2025-01-13,UK,Organic,15,400,-385,0.0375,15453.46,19420.13,-3966.6700000000019,0.79574441571709342,-848.47133333333329,70.86,-919.3313333333333,-11.973910998212437
2025-01-13,UK,Paid Search,12,239,-227,0.0502092050209205,10589.14,7786.44,2802.7,1.3599462655591001,-741.02916666666658,20.16,-761.18916666666655,-36.757399140211639
2025-01-13,UK,Paid Social,9,50,-41,0.18,14774.7,16735.79,-1961.0900000000001,0.88282058988550882,-1338.0033333333333,46.67,-1384.6733333333334,-28.669452181987
2025-01-13,UK,Partnerships,8,296,-288,0.027027027027027029,11084.8,18360.12,-7275.32,0.6037433306536123,-1162.21875,56.73,-1218.94875,-20.486845584346909
2025-01-20,France,Affiliate,10,492,-482,0.02032520325203252,7567.18,22406.03,-14838.849999999999,0.33772962010673024,-520.563,62.43,-582.99299999999994,-8.3383469485824122
2025-01-20,France,Organic,15,339,-324,0.044247787610619468,0.0,1863.49,-1863.49,0.0,189.94066666666666,50.53,139.41066666666666,3.7589682696747806
2025-01-20,France,Paid Search,11,168,-157,0.065476190476190479,5320.53,20158.5,-14837.970000000001,0.26393481657861445,-270.97272727272724,35.72,-306.69272727272721,-7.5860226000203594
2025-01-20,France,Paid Social,8,192,-184,0.041666666666666664,2340.51,5732.51,-3392.0,0.40828712030157821,-67.113750000000039,72.75,-139.86375000000004,-0.92252577319587681
2025-01-20,France,Partnerships,4,194,-190,0.020618556701030927,19762.67,15160.78,4601.8899999999976,1.3035391318916307,-4471.0824999999995,25.27,-4496.3525,-176.93242975860701
2025-01-20,Germany,Affiliate,6,341,-335,0.017595307917888565,17678.04,6440.07,11237.970000000001,2.7450074300434624,-2697.8516666666669,79.24,-2777.0916666666667,-34.04658842335521
2025-01-20,Germany,Organic,10,393,-383,0.025445292620865138,0.0,1183.75,-1183.75,0.0,153.599,26.08,127.51899999999999,5.8895322085889568
2025-01-20,Germany,Paid Search,22,385,-363,0.057142857142857141,16625.66,16672.65,-46.9900000000016,0.99718161180136322,-612.88681818181817,38.66,-651.54681818181814,-15.853254479612474
2025-01-20,Germany,Paid Social,16,51,-35,0.31372549019607843,17709.51,4198.3,13511.21,4.21825738989591,-916.16374999999994,35.51,-951.67374999999993,-25.800161926217967
2025-01-20,Germany,Partnerships,3,113,-110,0.026548672566371681,0.0,22228.81,-22228.81,0.0,203.05333333333337,27.76,175.29333333333338,7.3146013448607121
2025-01-20,Spain,Affiliate,3,94,-91,0.031914893617021274,5390.0,16104.57,-10714.57,0.33468760730649749,-1225.0033333333333,46.97,-1271.9733333333334,-26.080547867433115
2025-01-20,Spain,Organic,16,160,-144,0.1,0.0,21079.66,-21079.66,0.0,169.7675,49.39,120.37750000000001,3.4372848754808669
2025-01-20,Spain,Paid Search,17,243,-226,0.069958847736625515,0.0,13109.8,-13109.8,0.0,293.27823529411762,72.19,221.08823529411762,4.0625881049192083
2025-01-20,Spain,Paid Social,15,389,-374,0.038560411311053984,19660.09,13336.5,6323.59,1.4741566377985229,-1066.9133333333334,21.8,-1088.7133333333334,-48.94097859327217
2025-01-20,Spain,Partnerships,7,347,-340,0.020172910662824207,9498.82,18200.19,-8701.369999999999,0.52190773832580872,-1175.4014285714286,57.88,-1233.2814285714287,-20.307557508144932
2025-01-20,UK,Affiliate,5,334,-329,0.014970059880239521,13532.76,4162.42,9370.34,3.2511759985777506,-2461.318,41.88,-2503.1980000000003,-58.7707258834766
2025-01-20,UK,Organic,12,200,-188,0.06,7610.44,3566.78,4043.6599999999994,2.1337004244724933,-378.01916666666665,46.48,-424.49916666666667,-8.132942484222605
2025-01-20,UK,Paid Search,9,487,-478,0.018480492813141684,12125.59,10697.26,1428.33,1.1335229769118447,-1128.0866666666668,41.65,-1169.7366666666669,-27.084913965586239
2025-01-20,UK,Paid Social,18,190,-172,0.094736842105263161,1819.39,17409.4,-15590.010000000002,0.10450618631314117,87.061111111111089,70.56,16.501111111111086,1.2338592844545222
2025-01-20,UK,Partnerships,8,107,-99,0.07476635514018691,3568.64,23092.73,-19524.09,0.15453521519543165,-157.5725,61.94,-219.5125,-2.5439538262835
2025-01-27,France,Affiliate,3,159,-156,0.018867924528301886,13342.48,14825.66,-1483.1800000000003,0.89995858531761819,-4209.45,40.84,-4250.29,-103.07174338883446
2025-01-27,France,Organic,11,397,-386,0.027707808564231738,0.0,24509.17,-24509.17,0.0,188.7472727272727,72.79,115.9572727272727,2.5930385042900492
2025-01-27,France,Paid Search,18,262,-244,0.068702290076335881,11068.67,22878.75,-11810.08,0.48379697317379666,-447.2138888888889,32.61,-479.82388888888892,-13.714010698831308
2025-01-27,France,Paid Social,7,159,-152,0.0440251572327044,8668.1,13874.32,-5206.2199999999993,0.62475854672517284,-992.88,44.33,-1037.21,-22.397473494247688
2025-01-27,France,Partnerships,5,283,-278,0.0176678445229682,6554.63,9889.5,-3334.87,0.66278679407452346,-1089.326,67.09,-1156.416,-16.236786406319869
2025-01-27,Germany,Affiliate,5,162,-157,0.030864197530864196,18584.22,2929.32,15654.900000000001,6.34420957764942,-3502.7840000000006,78.22,-3581.0040000000004,-44.7811812835592
2025-01-27,Germany,Organic,18,223,-205,0.080717488789237665,8040.73,6970.61,1070.12,1.1535188455529717,-248.52388888888879,55.09,-303.61388888888882,-4.5112341421108875
2025-01-27,Germany,Paid Search,9,311,-302,0.028938906752411574,0.0,10971.58,-10971.58,0.0,219.09888888888889,30.11,188.98888888888888,7.2766153732610066
2025-01-27,Germany,Paid Social,11,155,-144,0.070967741935483872,7650.18,19772.57,-12122.39,0.38690873265336778,-515.18181818181813,71.44,-586.62181818181807,-7.2113916318843527
2025-01-27,Germany,Partnerships,2,76,-74,0.026315789473684209,6886.73,7417.82,-531.09000000000015,0.92840349320959525,-3194.245,52.59,-3246.835,-60.7386385244343
2025-01-27,Spain,Affiliate,9,423,-414,0.021276595744680851,0.0,7779.62,-7779.62,0.0,212.90555555555554,41.98,170.92555555555555,5.0715949393891266
2025-01-27,Spain,Organic,9,116,-107,0.077586206896551727,3737.64,23149.81,-19412.170000000002,0.16145445686163298,-232.24555555555557,31.68,-263.92555555555555,-7.33098344556678
2025-01-27,Spain,Paid Search,12,418,-406,0.028708133971291867,15367.13,19666.61,-4299.4800000000014,0.781381742964344,-1095.22,68.4,-1163.6200000000001,-16.011988304093567
2025-01-27,Spain,Paid Social,15,122,-107,0.12295081967213115,16567.12,20360.31,-3793.1900000000023,0.8136968444979471,-913.79333333333318,24.68,-938.47333333333313,-37.02566180443003
2025-01-27,Spain,Partnerships,5,403,-398,0.012406947890818859,0.0,14944.91,-14944.91,0.0,160.202,36.55,123.652,4.3830916552667585
2025-01-27,UK,Affiliate,10,111,-101,0.090090090090090086,914.7,12202.13,-11287.429999999998,0.074962322151952171,194.992,75.95,119.04199999999999,2.5673732718894007
2025-01-27,UK,Organic,3,90,-87,0.033333333333333333,12809.78,22625.38,-9815.6,0.56616861241667549,-4004.376666666667,43.06,-4047.436666666667,-92.995277906796716
2025-01-27,UK,Paid Search,8,184,-176,0.043478260869565216,5593.33,11804.07,-6210.74,0.47384757969073382,-541.49375,46.38,-587.87375,-11.675156317378178
2025-01-27,UK,Paid Social,16,244,-228,0.065573770491803282,0.0,4393.19,-4393.19,0.0,189.234375,76.37,112.864375,2.4778627078695821
2025-01-27,UK,Partnerships,5,465,-460,0.010752688172043012,0.0,3004.34,-3004.34,0.0,198.35,58.46,139.89,3.3929182346903866
2025-02-03,France,Affiliate,11,429,-418,0.02564102564102564,1311.51,23904.55,-22593.04,0.054864450491642805,163.7981818181818,40.31,123.4881818181818,4.0634627094562585
2025-02-03,France,Organic,13,494,-481,0.026315789473684209,11109.07,20055.05,-8945.98,0.55392881094786606,-635.26615384615377,49.36,-684.62615384615378,-12.870059842912354
2025-02-03,France,Paid Search,11,264,-253,0.041666666666666664,7956.54,13287.33,-5330.79,0.59880653223785363,-539.71454545454549,77.71,-617.42454545454552,-6.9452392929422926
2025-02-03,France,Paid Social,15,349,-334,0.042979942693409739,8336.55,14708.25,-6371.7000000000007,0.566794146142471,-337.572,68.04,-405.612,-4.9613756613756612
2025-02-03,France,Partnerships,4,266,-262,0.015037593984962405,10485.18,4249.93,6235.25,2.4671418117474877,-2426.8625,76.12,-2502.9825,-31.882061219127692
2025-02-03,Germany,Affiliate,10,352,-342,0.028409090909090908,9697.83,15982.25,-6284.42,0.6067875299160006,-791.24,60.06,-851.3,-13.174159174159174
2025-02-03,Germany,Organic,14,427,-413,0.032786885245901641,10250.14,1117.18,9132.96,9.1750120839972062,-537.6528571428571,68.61,-606.26285714285711,-7.8363628792137749
2025-02-03,Germany,Paid Search,9,140,-131,0.064285714285714279,19412.77,1078.59,18334.18,17.998284797745207,-1998.7277777777776,69.08,-2067.8077777777776,-28.933523129383
2025-02-03,Germany,Paid Social,12,80,-68,0.15,14799.37,8250.33,6549.0400000000009,1.7937912786518844,-1026.0375000000001,63.56,-1089.5975,-16.142817809943363
2025-02-03,Germany,Partnerships,6,166,-160,0.03614457831325301,11032.11,2760.89,8271.2200000000012,3.9958527866014224,-1588.7,26.32,-1615.02,-60.360942249240125
2025-02-03,Spain,Affiliate,11,185,-174,0.059459459459459463,12528.61,24363.37,-11834.759999999998,0.51423961463459289,-891.33272727272731,38.07,-929.40272727272736,-23.412995200229243
2025-02-03,Spain,Organic,14,79,-65,0.17721518987341772,3373.88,10043.05,-6669.1699999999992,0.33594177067723452,-75.589999999999989,52.33,-127.91999999999999,-1.444486909994267
2025-02-03,Spain,Paid Search,10,438,-428,0.0228310502283105,865.49,22678.27,-21812.78,0.038163845831273725,49.194999999999979,62.16,-12.965000000000018,0.79142535392535363
2025-02-03,Spain,Paid Social,10,318,-308,0.031446540880503145,15824.1,18542.93,-2718.83,0.85337646208015672,-1369.484,65.39,-1434.874,-20.943324667380331
2025-02-03,Spain,Partnerships,10,396,-386,0.025252525252525252,10996.23,1114.01,9882.22,9.8708539420651515,-901.832,44.99,-946.822,-20.045165592353854
2025-02-03,UK,Affiliate,5,412,-407,0.012135922330097087,18549.51,16311.02,2238.489999999998,1.1372378919282791,-3449.3019999999997,60.95,-3510.2519999999995,-56.592321575061519
2025-02-03,UK,Organic,13,367,-354,0.035422343324250684,15122.62,22517.1,-7394.4799999999977,0.67160602386630608,-837.92769230769238,66.3,-904.22769230769234,-12.638426731639402
2025-02-03,UK,Paid Search,8,282,-274,0.028368794326241134,12792.69,16190.99,-3398.2999999999993,0.7901116608681743,-1222.75875,60.37,-1283.1287499999999,-20.254410303130694
2025-02-03,UK,Paid Social,14,270,-256,0.05185185185185185,13094.8,3744.59,9350.21,3.4969916599681135,-813.7399999999999,49.39,-863.12999999999988,-16.475804818789225
2025-02-03,UK,Partnerships,1,330,-329,0.0030303030303030303,15895.6,21494.45,-5598.85,0.73952113219924209,-15575.58,48.87,-15624.45,-318.71454880294658
2025-02-10,France,Affiliate,11,353,-342,0.031161473087818695,8528.37,13734.99,-5206.619999999999,0.62092291293987112,-526.94545454545471,70.92,-597.86545454545467,-7.4301389529815944
2025-02-10,France,Organic,11,242,-231,0.045454545454545456,6644.09,16732.79,-10088.7,0.39707006422718505,-446.30909090909086,21.56,-467.86909090909086,-20.700792713779727
2025-02-10,France,Paid Search,17,384,-367,0.044270833333333336,5368.28,23614.5,-18246.22,0.22732981854369136,-80.469411764705825,25.61,-106.07941176470582,-3.1421090107265064
2025-02-10,France,Paid Social,12,325,-313,0.036923076923076927,15870.05,9482.33,6387.7199999999993,1.6736445578249226,-1179.3108333333332,24.94,-1204.2508333333333,-47.285919540229877
2025-02-10,France,Partnerships,4,381,-377,0.010498687664041995,5303.07,8313.56,-3010.49,0.63788196632970717,-1149.94,39.38,-1189.3200000000002,-29.201117318435752
2025-02-10,Germany,Affiliate,5,259,-254,0.019305019305019305,7911.67,12485.16,-4573.49,0.63368591191462509,-1388.7040000000002,74.43,-1463.1340000000002,-18.657853016256887
2025-02-10,Germany,Organic,20,417,-397,0.047961630695443645,0.0,24359.44,-24359.44,0.0,203.041,40.84,162.201,4.9716209598432908
2025-02-10,Germany,Paid Search,25,79,-54,0.31645569620253167,0.0,18138.96,-18138.96,0.0,135.028,52.59,82.437999999999988,2.5675603726944281
2025-02-10,Germany,Paid Social,16,111,-95,0.14414414414414414,0.0,15975.28,-15975.28,0.0,152.976875,73.58,79.396875000000009,2.079055110084262
2025-02-10,Germany,Partnerships,2,200,-198,0.01,0.0,17538.41,-17538.41,0.0,210.035,69.18,140.855,3.0360653368025439
2025-02-10,Spain,Affiliate,8,338,-330,0.023668639053254437,0.0,18249.79,-18249.79,0.0,206.29874999999998,56.23,150.06875,3.668837808998755
2025-02-10,Spain,Organic,15,404,-389,0.037128712871287127,14830.86,10561.15,4269.7100000000009,1.4042845712824836,-773.28266666666673,62.27,-835.55266666666671,-12.418221722605857
2025-02-10,Spain,Paid Search,13,217,-204,0.059907834101382486,12852.73,20043.88,-7191.1500000000015,0.64122964216508971,-778.92923076923057,65.68,-844.60923076923063,-11.859458446547359
2025-02-10,Spain,Paid Social,11,444,-433,0.024774774774774775,1829.14,5615.64,-3786.5,0.32572244659557947,32.8881818181818,77.24,-44.351818181818196,0.42579210018360697
2025-02-10,Spain,Partnerships,2,446,-444,0.0044843049327354259,11186.66,9515.49,1671.17,1.1756262683266967,-5431.375,35.55,-5466.925,-152.78129395218005
2025-02-10,UK,Affiliate,7,418,-411,0.016746411483253589,17279.54,5100.15,12179.390000000001,3.3880454496436383,-2167.9457142857145,49.58,-2217.5257142857145,-43.726214487408527
2025-02-10,UK,Organic,15,80,-65,0.1875,18251.46,3687.52,14563.939999999999,4.9495216297131943,-1034.3553333333332,66.38,-1100.7353333333331,-15.582334036356331
2025-02-10,UK,Paid Search,20,346,-326,0.057803468208092484,10629.51,6555.6,4073.91,1.6214396851546768,-344.3965,68.06,-412.4565,-5.0601895386423745
2025-02-10,UK,Paid Social,6,74,-68,0.081081081081081086,16650.6,15620.46,1030.1399999999994,1.0659481218862952,-2503.7433333333333,24.55,-2528.2933333333335,-101.98547182620501
2025-02-10,UK,Partnerships,7,62,-55,0.11290322580645161,0.0,7807.19,-7807.19,0.0,245.12285714285716,62.31,182.81285714285715,3.933924845816998
2025-02-17,France,Affiliate,6,131,-125,0.045801526717557252,4476.26,22985.55,-18509.29,0.19474234899752238,-639.16500000000008,71.72,-710.8850000000001,-8.9119492470719468
2025-02-17,France,Organic,8,66,-58,0.12121212121212122,5256.14,11359.86,-6103.72,0.46269408249749555,-543.71375,28.78,-572.49375,-18.892069145239748
2025-02-17,France,Paid Search,19,394,-375,0.048223350253807105,13487.03,12082.64,1404.3900000000012,1.1162320486251349,-489.3378947368422,27.8,-517.13789473684221,-17.602082544490727
2025-02-17,France,Paid Social,11,187,-176,0.058823529411764705,0.0,19123.65,-19123.65,0.0,235.56181818181813,53.28,182.28181818181812,4.4212052962052955
2025-02-17,France,Partnerships,5,127,-122,0.03937007874015748,12634.62,4770.66,7863.9600000000009,2.6484008501968286,-2387.9080000000004,59.42,-2447.3280000000004,-40.186940424099632
